Gender,Age (Years),Institutional Designation for service holders/Bachelor (Third/Forth Year)/Master's ,Name of the Institute,Institute_Revised,Institute_cetegory ,Highest Educational Qualification,Area of studies:,Present country of residence,No. of Publications (Local peer-reviewed),No. of Publications (International peer-reviewed),Occupation:
Male,26,Master’s ,"Bangabandhu sheikh mujibur Rahman science & technology University,Gopalgonj ",Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Masters/MS,Biochemistry,Bangladesh ,None,None ,Student (Local)
Female,23,Bachelor (5th year),Bangabandhu Sheikh Mujibur Rahman Agricultural University ,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),HSC,Veterinary Science,Bangladesh ,0,0,Student (Local)
Male,37,Associate Professor ,Bangabandhu Sheikh Mojibur Rahman Agricultural University ,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),PhD,Veterinary Science,Bangladesh ,5,42,Teacher (Local)
Male,27,Phd Student,University of Waterloo,University of Waterloo,Abroad University,Masters/MS,Fisheries and Marine Science,Canada,0,3,Student (Local)
Male,23,Master’s ,Dhaka University ,Dhaka University,Public University (General),Masters/MS,Biochemistry,Bangladesh ,0,0,Student (Local)
Male,23,B.Sc. in BGE,Bangabandhu Sheikh Mujibur Rahman Science and Technology University,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Bachelor,Biotechnology/Genetic Engineering,Bangladesh,None,None,Student (Local)
Male,38,Bangladesh Agricultural University ,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),PhD,Food Engineering,Bangladesh,7,26,Teacher (Local)
Female,31,Assistant professor,Department of Horticulture,Department of Horticulture,Abroad University,PhD,Biotechnology/Genetic Engineering,Japan,3,12,Teacher (Local)
Male,34,Associate Professors,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),PhD,Agriculture,Bangladesh,3,24,Teacher (Local)
Female,23,Third,Stamford University Bangladesh ,Stamford University Bangladesh,Private University,Bachelor,Microbiology,Bangladesh ,None,None,Student (Local)
Male,28,PhD Student,City University of Hong Kong,City University of Hong Kong,Abroad University,Masters/MS,Public health,Hong Kong,4,4,Researcher (Local/abroad)
Female,24,Bachelor (third year),Stamford University Bangladesh ,Stamford University Bangladesh,Private University,Bachelor,Microbiology,Bangladesh,0,0,Student (Local)
Male,23,Master's,Rajshahi University ,Rajshahi  University,Public University (General),Bachelor,Biochemistry,Bangladesh ,0,0,Student (Local)
Female,24,Third year,Stamford University Bangladesh,Stamford University Bangladesh,Private University,HSC,Microbiology,Bangladesh,None yet,None yet,Student (Local)
Male,24,Master's,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Animal Husbandry,Bangladesh ,Not yet ,Not yet ,Student (Local)
Male,45,Professor,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),PhD,Animal Husbandry,Bangladesh,20,10,Teacher (Local)
Female,28,Assistant Professor,BSMRAU,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Masters/MS,Veterinary Science,Bangladesh,3,1,Teacher (Local)
Female,26,MS fellow,"Department of Poultry Sceince, Bangladesh Agricultural University, Myensingh",Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Animal Husbandry,Bangladesh,2,0,Student (Local)
Male,24,MS Fellow,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Animal Husbandry,Bangladesh,2,1,Student (Local)
Male,26,Master's,Bangladesh Agricultural University   ,Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Animal Husbandry,Bangladesh ,2,0,Student (Local)
Male,25,Master's,Bangladesh Agricultural  University ,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Animal Husbandry,Bangladesh ,No,No,Student (Local)
Female,26,MS Fellow,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Animal Husbandry,Bangladesh,2,0,Student (Local)
Female,23,MS student ,BSMRAU ,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Bachelor,Veterinary Science,Bangladesh ,0,0,Student (Local)
Female,24,Master’s ,"Bangabandhu Sheikh Mujibur Rahman Science and Technology University, Gopalganj-8100",Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Masters/MS,Biotechnology/Genetic Engineering,Bangladesh ,No,01,Student (Local)
Female,22,Third Year,University of Rajshahi ,Rajshahi  University,Public University (General),HSC,Biochemistry,Bangladesh ,0,0,Student (Local)
Female,23,Third ,University of Rajshahi ,Rajshahi  University,Public University (General),HSC,Biochemistry,Bangladesh ,0,0,Student (Local)
Female,22,Third year,University of Rajshah,Rajshahi  University,Public University (General),HSC,Biochemistry,Bangladesh,0,0,Student (Local)
Male,19,Batchelor 1 st year,NSU,North South University,Private University,HSC,Microbiology,Bangladesh,0,0,Student (Local)
Female,26,Master’s ,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh ,No,No,Student (Local)
Female,24,Master's,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),DVM,Microbiology,Bangladesh,0,0,Student (Local)
Male,26,Master's,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh,0,0,Student (Local)
Female,24,Master’s ,Bangladesh Agricultural University   ,Bangladesh Agricultural University,Public University (Agriculture),DVM,Veterinary Science,Bangladesh ,No,No,Student (Local)
Female,24,Master’s ,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),DVM,Veterinary Science,Bangladesh ,Zero,Zero,Student (Local)
Female,45,Professor,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),PhD,Veterinary Science,Bangladesh,19,43,Teacher (Local)
Female,25,Lecturer ,Primeasia University,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh,0,O,Teacher (Local)
Male,24,Master’s ,Primeasia University ,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh ,Local,Yes,Service (Local/abroad)
Male,33,Medical Technologies ,Popular medical college ,Popular Medical College,Diagnostic centre,"Bachelor, 2nd year ",Microbiology,Bangladeshi ,None,None,Student (Local)
Male,22,Forth Year,Rajshahi University,Rajshahi  University,Public University (General),"HSC, Bachelor",Biochemistry,Shah mokhdum hall,no,no,Student (Local)
Male,24,Master's,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh,2,1,Student (Local)
Male,23, Ms in Microbiology ,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh ,4,3,Student (Local)
Female,24,Master's,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),DVM ,Veterinary Science,Bangladesh,No ,No,Student (Local)
Male,26,Master's ,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Veterinary Science,Bangladesh ,0,0,Student (Local)
Male,22,"B.sc (Hons.),  Forth year ",Primeasia University ,Primeasia University,Private University,"HSC, Bachelor",Biochemistry,Bangladesh ,0,0,Student (Local)
Male,25,Master's ,Bangladesh agriculture university ,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Biotechnology/Genetic Engineering,Bangladesh ,No,No,Student (Local)
Male,29,Lecturer ,Primeasia University ,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh,3,0,Teacher (Local)
Female,32,MS,SAU,Sher -e-Bangla Agricultural University,Public University (Agriculture),"Masters/MS, Epidemiology ",Epidemiology and Public Health ,Bangladesh ,1,1,Researcher (Local/abroad)
Male,27,Fourth year,brac,BRAC,Private University,"HSC, Diploma in Medical technology",Microbiology,Feni,Good,Good,Service (Local/abroad)
Male,29,Research Officer ,icddrb,"icddr,b",Research Organization,Masters/MS,Microbiology,Bangladesh,3,2,Researcher (Local/abroad)
Male,24,Bachelor 2nd year ,Primeasia University ,Primeasia University,Private University,Bachelor,Microbiology,Bangladesh ,0,0,Student (Local)
Male,26,Forth year ,Primeasia University,Primeasia University,Private University,Bachelor,Microbiology,Bangladesh,No,No,Student (Local)
Male,26,Bachelor forth year,Primeasia University ,Primeasia University,Private University,Diploma,Microbiology,Bangladesh ,No,No,Student (Local)
Male,25,Bachelor,Primeasia University ,Primeasia University,Private University,Bachelor,Microbiology,Bangladesh ,0,0,Student (Local)
Female,24,Third,Primeasia university,Primeasia University,Private University,Bachelor,Microbiology,Bangladesh,Yes,Yes,Student (Local)
Female,26,Bachelor 10th semister,Primeasia University ,Primeasia University,Private University,Diploma in Medical Technology ,Microbiology,Bangladesh ,Yes,Yes,Student (Local)
Male,27,Senior Research Assistant,"International Centre for Diarrhoeal Disease Research, Bangladesh","icddr,b",Research Organization,Masters/MS,Biochemistry,Bangladesh,N/A,N/A,Researcher (Local/abroad)
Female,27,Bachelor Forth Year,Primeasia University ,Primeasia University,Private University,Bachelor,Microbiology,Bangladesh ,0,0,Student (Local)
Female,44,Research Officer ,International Centre for Diarrhoea Disease Research in Bangladesh,"icddr,b",Research Organization,Masters/MS,Chemistry ,Bangladesh ,2,2,Researcher (Local/abroad)
Female,27,Master's,Primeasia University ,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh,0,0,Student (Local)
Male,27,Master's,Primeasia University,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh,0,0,Student (Local)
Female,25,Master's,Bangladesh Agriculture University ,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh ,0,0,Student (Local)
Male,22,Bechalor(forth year),"BANGABANDHU SHEIKH MUJIBUR RAHMAN AGRICULTURAL UNIVERSITY, GAZIPUR 1706, BANGLADESH ",Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),HSC,Veterinary Science,BANGLADESH,Not one.,Not one.,Student (Local)
Female,22,Forth year ,Primeasia University ,Primeasia University,Private University,HSC,Microbiology,Bangladesh ,1,1,Student (Local)
Female,25,Master's,"Bangladesh Agricultural University, Mymensingh",Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Veterinary Science,Bangladesh,0,0,Student (Local)
Female,27,Assistant Professor,Sher-e-Bangla Agricultural University,Sher -e-Bangla Agricultural University,Public University (Agriculture),Masters/MS,Agriculture,Bangladesh,1,2,Teacher (Local)
Male,25,Master’s ,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Microbiology,Bangladesh ,0,0,Student (Local)
Male,30,Faculty,SAU,Sher -e-Bangla Agricultural University,Public University (Agriculture),Masters/MS,Agricultural Economics,Netherlands,3,10,Teacher (Local)
Male,24,Master’s ,Bangladesh Agricultural University ,Bangladesh Agricultural University,Public University (Agriculture),Masters/MS,Animal Husbandry,Bangladesh ,Not yet,Not yet,Student (Local)
Male,27,Master's,Md Hasanul Banna Siam,Jahangirnagar University,Public University (General),Bachelor,Public health,Bangladesh,0,07,Student (Local)
Female,23,Hon's 3rd year,Stamford University Bangladesh ,Stamford University Bangladesh,Private University,Diploma,Laboratory Medicine,Bangladesh ,No publication,No publication ,Student (Local)
Female,20,Third ,Stamford University Bangladesh ,Stamford University Bangladesh,Private University,"HSC, Bachelor",Microbiology,Bangladesh ,0,0,Student (Local)
Male,25,Master’s ,Bangladesh agricultural university ,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh,0,0,Student (Local)
Female,22,Third year,Stamford University Bangladesh,Stamford University Bangladesh,Private University,"HSC, Bachelor",Microbiology,Bangladesh,0,0,Student (Local)
Female,32,Lecturer,Primeasia University ,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh ,3,3,Teacher (Local)
Female,21,Bachelor ( Third Year),Stamford University Bangladesh ,Stamford University Bangladesh,Private University,Bachelor,Microbiology,Bangladesh ,0 No. Of Publications ,0 No. of Publications,Student (Local)
Male,24,Master's,Bangladesh Agricultural University,Bangladesh Agricultural University,Public University (Agriculture),Bachelor,Microbiology,Bangladesh,0,0,Student (Local)
Male,36,Research Scholar,University of Florida,University of Florida,Abroad University,Masters/MS,Microbiology,USA,0,10,Researcher (Local/abroad)
Female,26,Primeasia University ,Primeasia University ,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh,1,1,Teacher (Local)
Male,22,Honours 3rd year,University of Dhaka,Dhaka University,Public University (General),HSC,Microbiology,Bangladesh,None,None,Student (Local)
Female,22,Third,Stamford University Bangladesh ,Stamford University Bangladesh,Private University,"HSC, Bachelor",Microbiology,Bangladesh ,0,0,Student (Local)
Female,31,Master's,Primeasia University,Primeasia University,Private University,Masters/MS,Microbiology,Bangladesh,0,3,Student (Local)
Female,22,second year,University of Rajshahi,Rajshahi  University,Public University (General),Bachelor,Botany,Bangladesh,0,0,Student (Local)
Male,29,Masters,Bangabandhu Sheikh Mujibur Rahman Agricultural University,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Masters/MS,Food Engineering,Bangladesh,No,1,Teacher (Local)
Male,28,Lecturer,Bangabandhu Sheikh Mujibur Rahman Agricultural University ,Bangabandhu Sheikh Mojibur Rahman Agricultural University,Public University (Agriculture),Masters/MS,Veterinary Science,Bangladesh ,Two (2),Two (2),Teacher (Local)
Male,51,Scientific Research Manager ,Emerging Pathogens Institute ,Emerging Pathogens Institute,Abroad University,PhD,Public health,United States,6,15,Researcher (Local/abroad)
Male,40,Service Holders ,Mohammad Shamsul Hoq,Mohammad Shamsul Hoq,Research Organization,PhD,Agricultural Economics & Rural Sociology,Bangladesh,10,14,Researcher (Local/abroad)
Female,26,Master's,University of Dhaka,Dhaka University,Public University (General),Masters/MS,Microbiology,Bangladesh,0,3,Researcher (Local/abroad)
